server_name,year,count
RePEc: Research Papers in Economics,2023,157
RePEc: Research Papers in Economics,2024,314
RePEc: Research Papers in Economics,2025,197
Research Square,2018,142
Research Square,2019,9775
Research Square,2020,45525
Research Square,2021,67778
Research Square,2022,67941
Research Square,2023,76426
Research Square,2024,67963
Research Square,2025,55332
ResearchGate,2014,25
ResearchGate,2015,122
ResearchGate,2016,116
ResearchGate,2017,729
ResearchGate,2018,12715
ResearchGate,2019,17530
ResearchGate,2020,22314
ResearchGate,2021,18518
ResearchGate,2022,13192
ResearchGate,2023,18501
ResearchGate,2024,27934
ResearchGate,2025,38349
ResearchHub,2022,62
ResearchHub,2023,140
ResearchHub,2024,155
ResearchHub,2025,1015
SAE Mobilus®,2021,33
SAE Mobilus®,2022,42
SAE Mobilus®,2023,16
SAE Mobilus®,2024,13
SSRN,1961,1
SSRN,1967,1
SSRN,1969,1
SSRN,1971,2
SSRN,1972,1
SSRN,1976,2
SSRN,1978,2
SSRN,1981,2
SSRN,1982,1
SSRN,1983,2
SSRN,1984,2
SSRN,1987,4
SSRN,1988,1
SSRN,1990,4
SSRN,1991,11
SSRN,1992,9
SSRN,1993,9
SSRN,1994,7
SSRN,1995,25
SSRN,1996,165
SSRN,1997,585
SSRN,1998,1304
SSRN,1999,1637
SSRN,2000,3145
SSRN,2001,4570
SSRN,2002,4421
SSRN,2003,6372
SSRN,2004,6074
SSRN,2005,8042
SSRN,2006,9231
SSRN,2007,11324
SSRN,2008,15514
SSRN,2009,17452
SSRN,2010,19991
SSRN,2011,22309
SSRN,2012,24806
SSRN,2013,24766
SSRN,2014,23585
SSRN,2015,22928
SSRN,2016,23655
SSRN,2017,25418
SSRN,2018,27780
SSRN,2019,33926
SSRN,2020,41445
SSRN,2021,53699
SSRN,2022,116524
SSRN,2023,141660
SSRN,2024,193229
SSRN,2025,237706
SciELO Preprints,2020,509
SciELO Preprints,2021,512
SciELO Preprints,2022,620
SciELO Preprints,2023,682
SciELO Preprints,2024,764
SciELO Preprints,2025,996
ScienceOpen Preprints,2014,101
ScienceOpen Preprints,2015,135
ScienceOpen Preprints,2016,95
ScienceOpen Preprints,2017,194
ScienceOpen Preprints,2018,120
ScienceOpen Preprints,2019,182
ScienceOpen Preprints,2020,402
ScienceOpen Preprints,2021,447
ScienceOpen Preprints,2022,581
ScienceOpen Preprints,2023,562
ScienceOpen Preprints,2024,499
ScienceOpen Preprints,2025,460
Sciencepaper Online,2024,19
Sciencepaper Online,2025,78
SocArXiv,2016,467
SocArXiv,2017,533
SocArXiv,2018,722
SocArXiv,2019,1467
SocArXiv,2020,2097
SocArXiv,2021,2570
SocArXiv,2022,2134
SocArXiv,2023,2120
SocArXiv,2024,2070
SocArXiv,2025,2740
Social Science Open Access Repository,1990,148
Social Science Open Access Repository,1991,195
Social Science Open Access Repository,1992,174
Social Science Open Access Repository,1993,235
Social Science Open Access Repository,1994,321
Social Science Open Access Repository,1995,538
Social Science Open Access Repository,1996,463
Social Science Open Access Repository,1997,496
Social Science Open Access Repository,1998,437
Social Science Open Access Repository,1999,474
Social Science Open Access Repository,2000,529
Social Science Open Access Repository,2001,528
Social Science Open Access Repository,2002,615
Social Science Open Access Repository,2003,673
Social Science Open Access Repository,2004,866
Social Science Open Access Repository,2005,993
Social Science Open Access Repository,2006,1352
Social Science Open Access Repository,2007,1071
Social Science Open Access Repository,2008,1572
Social Science Open Access Repository,2009,1125
Social Science Open Access Repository,2010,1143
Social Science Open Access Repository,2011,962
Social Science Open Access Repository,2012,1323
Social Science Open Access Repository,2013,1147
Social Science Open Access Repository,2014,1039
Social Science Open Access Repository,2015,1083
Social Science Open Access Repository,2016,1048
Social Science Open Access Repository,2017,1285
Social Science Open Access Repository,2018,1298
Social Science Open Access Repository,2019,1278
Social Science Open Access Repository,2020,1342
Social Science Open Access Repository,2021,731
Social Science Open Access Repository,2022,124
Social Science Open Access Repository,2023,62
Social Science Open Access Repository,2024,49
Social Science Open Access Repository,2025,198
SportRxiv,2017,5
SportRxiv,2018,30
SportRxiv,2019,94
SportRxiv,2020,124
SportRxiv,2021,111
SportRxiv,2022,118
SportRxiv,2023,97
SportRxiv,2024,109
SportRxiv,2025,136
TechRxiv,2019,80
TechRxiv,2020,967
TechRxiv,2021,1857
TechRxiv,2022,2404
TechRxiv,2023,3057
TechRxiv,2024,3189
TechRxiv,2025,5121
Therapoid,2017,2
Therapoid,2023,4
Thesis Commons,2017,16
Thesis Commons,2018,134
Thesis Commons,2019,301
Thesis Commons,2020,605
Thesis Commons,2021,491
Thesis Commons,2022,598
Thesis Commons,2023,314
Thesis Commons,2024,292
Thesis Commons,2025,244
UCL Open Environment,1997,20
UCL Open Environment,1998,18
UCL Open Environment,1999,20
UCL Open Environment,2000,28
UCL Open Environment,2001,29
UCL Open Environment,2002,27
UCL Open Environment,2003,49
UCL Open Environment,2004,49
UCL Open Environment,2005,41
UCL Open Environment,2006,48
UCL Open Environment,2007,61
UCL Open Environment,2008,79
UCL Open Environment,2009,70
UCL Open Environment,2010,63
UCL Open Environment,2011,81
UCL Open Environment,2012,94
UCL Open Environment,2013,89
UCL Open Environment,2014,106
UCL Open Environment,2015,128
UCL Open Environment,2016,131
UCL Open Environment,2017,171
UCL Open Environment,2018,211
UCL Open Environment,2019,184
UCL Open Environment,2020,267
UCL Open Environment,2021,252
UCL Open Environment,2022,218
UCL Open Environment,2023,216
UCL Open Environment,2024,175
UCL Open Environment,2025,238
UnisaRxiv,2020,1
UnisaRxiv,2021,24
UnisaRxiv,2022,21
UnisaRxiv,2023,11
UnisaRxiv,2024,39
UnisaRxiv,2025,24
VeriXiv,2024,31
VeriXiv,2025,395
Wellcome Open Research,2016,31
Wellcome Open Research,2017,118
Wellcome Open Research,2018,160
Wellcome Open Research,2019,190
Wellcome Open Research,2020,268
Wellcome Open Research,2021,327
Wellcome Open Research,2022,296
Wellcome Open Research,2023,577
Wellcome Open Research,2024,692
Wellcome Open Research,2025,619
Zenodo,2013,5
Zenodo,2014,76
Zenodo,2015,21
Zenodo,2016,62
Zenodo,2017,125
Zenodo,2018,294
Zenodo,2019,716
Zenodo,2020,1052
Zenodo,2021,1492
Zenodo,2022,1742
Zenodo,2023,1872
Zenodo,2024,4251
Zenodo,2025,56310
arXiv,2022,2120746
arXiv,2023,204032
arXiv,2024,236989
arXiv,2025,274020
bioRxiv,2013,107
bioRxiv,2014,881
bioRxiv,2015,1758
bioRxiv,2016,4702
bioRxiv,2017,11312
bioRxiv,2018,20706
bioRxiv,2019,29032
bioRxiv,2020,38483
bioRxiv,2021,36601
bioRxiv,2022,35380
bioRxiv,2023,38791
bioRxiv,2024,42724
bioRxiv,2025,43539
eLife,2012,46
eLife,2013,318
eLife,2014,630
eLife,2015,994
eLife,2016,1178
eLife,2017,1247
eLife,2018,1004
eLife,2019,1076
eLife,2020,1189
eLife,2021,954
eLife,2022,687
eLife,2023,503
eLife,2024,214
eLife,2025,211
engrXiv,2016,37
engrXiv,2017,90
engrXiv,2018,156
engrXiv,2019,427
engrXiv,2020,637
engrXiv,2021,607
engrXiv,2022,447
engrXiv,2023,449
engrXiv,2024,575
engrXiv,2025,1030
medRxiv,2019,899
medRxiv,2020,13683
medRxiv,2021,12447
medRxiv,2022,10348
medRxiv,2023,10853
medRxiv,2024,12559
medRxiv,2025,13372
prepare@u,2019,22
prepare@u,2020,27
prepare@u,2021,100
prepare@u,2022,27
prepare@u,2023,20
prepare@u,2024,27
prepare@u,2025,1
searchRxiv,2022,1
viXra,1991,1
viXra,1993,7
viXra,1994,2
viXra,1995,8
viXra,1996,12
viXra,1997,27
viXra,1998,8
viXra,1999,13
viXra,2000,37
viXra,2001,17
viXra,2002,7
viXra,2003,5
viXra,2004,28
viXra,2005,33
viXra,2006,57
viXra,2007,166
viXra,2008,90
viXra,2009,388
viXra,2010,683
viXra,2011,712
viXra,2012,1151
viXra,2013,1727
viXra,2014,2314
viXra,2015,2349
viXra,2016,2561
viXra,2017,2769
viXra,2018,3136
viXra,2019,3078
viXra,2020,2396
viXra,2021,1435
viXra,2022,9
viXra,2023,8
viXra,2024,16
viXra,2025,7
